season,jornada,team_name,goalsInFavor,goalsAgainst,result,points
2008-09,8,CA Osasuna,0,2,LOST,0
2008-09,8,Getafe CF,1,0,WIN,3
2008-09,8,RCD La Coruña,0,3,LOST,0
2008-09,8,RCD Mallorca,3,0,WIN,3
2008-09,8,CD Numancia,2,1,WIN,3
2008-09,8,Real Madrid CF,3,2,WIN,3
2008-09,8,Recreativo Huelva,1,1,DRAW,1
2008-09,8,Sevilla FC,0,1,LOST,0
2008-09,8,Villarreal CF,4,4,DRAW,1
2008-09,9,Athletic Club Bilbao,1,4,LOST,0
2008-09,9,Atlético Madrid,2,0,WIN,3
2008-09,9,Málaga CF,1,4,LOST,0
2008-09,9,Valencia CF,2,4,LOST,0
2008-09,9,UD Almería,1,1,DRAW,1
2008-09,9,Real Betis,0,3,LOST,0
2008-09,9,RCD Español,1,0,WIN,3
2008-09,9,Recreativo Huelva,1,1,DRAW,1
2008-09,9,Sporting Gijón,3,1,WIN,3
2008-09,9,Real Valladolid CF,3,2,WIN,3
2008-09,10,FC Barcelona,6,0,WIN,3
2008-09,10,Real Madrid CF,4,3,WIN,3
2008-09,10,Getafe CF,0,3,LOST,0
2008-09,10,RCD La Coruña,1,0,WIN,3
2008-09,10,RCD Mallorca,3,3,DRAW,1
2008-09,10,CD Numancia,2,4,LOST,0
2008-09,10,CA Osasuna,0,0,DRAW,1
2008-09,10,Real Racing Santander,1,0,WIN,3
2008-09,10,Sevilla FC,1,0,WIN,3
2008-09,10,Villarreal CF,2,1,WIN,3
2008-09,11,Valencia CF,2,3,LOST,0
2008-09,11,Real Valladolid CF,1,0,WIN,3
2008-09,11,UD Almería,2,1,WIN,3
2008-09,11,Athletic Club Bilbao,2,0,WIN,3
2008-09,11,Atlético Madrid,4,1,WIN,3
2008-09,11,Real Betis,3,1,WIN,3
2008-09,11,RCD Español,3,4,LOST,0
2008-09,11,Getafe CF,0,2,LOST,0
2008-09,11,Málaga CF,2,2,DRAW,1
2008-09,11,Recreativo Huelva,0,2,LOST,0
2008-09,12,Real Madrid CF,1,0,WIN,3
2008-09,12,Sevilla FC,0,0,DRAW,1
2008-09,12,Villarreal CF,0,3,LOST,0
2008-09,12,FC Barcelona,1,1,DRAW,1
2008-09,12,RCD La Coruña,3,1,WIN,3
2008-09,12,RCD Mallorca,2,2,DRAW,1
2008-09,12,CD Numancia,1,1,DRAW,1
2008-09,12,CA Osasuna,3,1,WIN,3
2008-09,12,Real Racing Santander,3,0,WIN,3
2008-09,12,Sporting Gijón,1,2,LOST,0
2008-09,13,Getafe CF,3,1,WIN,3
2008-09,13,Sevilla FC,0,3,LOST,0
2008-09,13,UD Almería,0,1,LOST,0
2008-09,13,Athletic Club Bilbao,2,0,WIN,3
2008-09,13,Atlético Madrid,4,1,WIN,3
2008-09,13,RCD Español,0,1,LOST,0
2008-09,13,Málaga CF,4,2,WIN,3
2008-09,13,Recreativo Huelva,1,2,LOST,0
2008-09,13,Valencia CF,3,2,WIN,3
2008-09,13,Real Valladolid CF,3,0,WIN,3
2008-09,14,FC Barcelona,4,0,WIN,3
2008-09,14,Sporting Gijón,2,5,LOST,0
2008-09,14,Villarreal CF,3,3,DRAW,1
2008-09,14,Real Betis,1,1,DRAW,1
2008-09,14,RCD La Coruña,2,0,WIN,3
2008-09,14,RCD Mallorca,2,3,LOST,0
2008-09,14,CD Numancia,2,1,WIN,3
2009-10,11,FC Barcelona,1,1,DRAW,1
2009-10,11,Atlético Madrid,1,2,LOST,0
2009-10,11,Real Racing Santander,0,1,LOST,0
2009-10,11,Sevilla FC,2,1,WIN,3
2009-10,11,Getafe CF,2,0,WIN,3
2009-10,11,Real Zaragoza,1,1,DRAW,1
2009-10,11,UD Almería,1,3,LOST,0
2009-10,11,Valencia CF,3,1,WIN,3
2009-10,11,Real Valladolid CF,1,3,LOST,0
2009-10,11,Sporting Gijón,0,0,DRAW,1
2009-10,12,Málaga CF,2,2,DRAW,1
2009-10,12,Villarreal CF,0,1,LOST,0
2009-10,12,RCD Mallorca,1,1,DRAW,1
2009-10,12,Athletic Club Bilbao,4,1,WIN,3
2009-10,12,RCD Español,0,4,LOST,0
2009-10,12,Real Madrid CF,0,1,LOST,0
2009-10,12,Xerez CD,1,5,LOST,0
2009-10,12,RCD La Coruña,1,0,WIN,3
2009-10,12,CD Tenerife,3,3,DRAW,1
2009-10,12,CA Osasuna,1,0,WIN,3
2009-10,13,FC Barcelona,2,0,WIN,3
2009-10,13,FC Barcelona,3,1,WIN,3
2009-10,13,UD Almería,2,4,LOST,0
2009-10,13,Real Valladolid CF,1,1,DRAW,1
2009-10,14,Atlético Madrid,2,0,WIN,3
2009-10,13,Valencia CF,2,1,WIN,3
2009-10,13,Real Racing Santander,4,0,WIN,3
2009-10,13,CA Osasuna,1,1,DRAW,1
2009-10,13,Real Zaragoza,1,4,LOST,0
2009-10,13,Sporting Gijón,1,2,LOST,0
2009-10,13,Getafe CF,2,3,LOST,0
2009-10,15,RCD Español,0,1,LOST,0
2009-10,14,Real Madrid CF,3,2,WIN,3
2009-10,14,Athletic Club Bilbao,2,1,WIN,3
2009-10,14,RCD La Coruña,1,1,DRAW,1
2009-10,14,Villarreal CF,2,1,WIN,3
2009-10,14,CD Tenerife,1,2,LOST,0
2009-10,14,RCD Mallorca,1,0,WIN,3
2009-10,14,Xerez CD,2,3,LOST,0
2009-10,14,Sevilla FC,1,0,WIN,3
2009-10,14,Málaga CF,1,1,DRAW,1
2009-10,15,CA Osasuna,0,2,LOST,0
2009-10,15,Real Zaragoza,0,6,LOST,0
2009-10,15,Getafe CF,2,1,WIN,3
2009-10,15,UD Almería,0,2,LOST,0
2009-10,15,Valencia CF,0,0,DRAW,1
2009-10,15,RCD Mallorca,1,2,LOST,0
2009-10,15,Atlético Madrid,1,1,DRAW,1
2009-10,15,Sporting Gijón,1,2,LOST,0
2009-10,15,Real Racing Santander,0,2,LOST,0
2009-10,16,Sevilla FC,1,2,LOST,0
2009-10,16,Villarreal CF,1,1,DRAW,1
2009-10,16,RCD Español,0,1,LOST,0
2009-10,16,Xerez CD,0,1,LOST,0
2009-10,16,Real Valladolid CF,0,1,LOST,0
2009-10,16,Athletic Club Bilbao,0,2,LOST,0
2009-10,16,Real Madrid CF,0,0,DRAW,1
2009-10,16,CD Tenerife,0,2,LOST,0
2009-10,16,Málaga CF,2,2,DRAW,1
2009-10,16,RCD La Coruña,0,0,DRAW,1
2009-10,17,Real Racing Santander,2,1,WIN,3
2009-10,17,Atlético Madrid,4,0,WIN,3
2009-10,17,UD Almería,1,1,DRAW,1
2009-10,17,Real Zaragoza,1,2,LOST,0
2009-10,17,CA Osasuna,0,1,LOST,0
2009-10,17,Athletic Club Bilbao,1,1,DRAW,1
2009-10,17,RCD Mallorca,0,2,LOST,0
2009-10,17,Getafe CF,0,1,LOST,0
2009-10,17,FC Barcelona,5,0,WIN,3
2009-10,17,Valencia CF,3,1,WIN,3
2009-10,18,Real Madrid CF,0,1,LOST,0
2009-10,18,Sevilla FC,0,4,LOST,0
2009-10,18,RCD Español,0,2,LOST,0
2009-10,18,CD Tenerife,1,1,DRAW,1
2009-10,18,Sporting Gijón,2,3,LOST,0
2009-10,18,Getafe CF,0,1,LOST,0
2009-10,18,RCD La Coruña,0,2,LOST,0
2009-10,18,Real Valladolid CF,1,1,DRAW,1
2009-10,18,Villarreal CF,1,4,LOST,0
2009-10,18,Xerez CD,0,0,DRAW,1
2009-10,19,Athletic Club Bilbao,1,3,LOST,0
2009-10,19,UD Almería,0,1,LOST,0
2009-10,19,FC Barcelona,3,0,WIN,3
2009-10,19,RCD Mallorca,1,1,DRAW,1
2009-10,19,Atlético Madrid,0,1,LOST,0
2009-10,19,Málaga CF,0,2,LOST,0
2009-10,19,Real Racing Santander,1,0,WIN,3
2009-10,19,Valencia CF,0,0,DRAW,1
2009-10,19,Real Zaragoza,2,4,LOST,0
2009-10,19,CA Osasuna,2,1,WIN,3
2009-10,20,Athletic Club Bilbao,0,1,LOST,0
2009-10,20,Real Madrid CF,3,1,WIN,3
2009-10,20,FC Barcelona,1,0,WIN,3
2009-10,20,Málaga CF,2,0,WIN,3
2009-10,20,Real Racing Santander,0,0,DRAW,1
2009-10,20,Valencia CF,1,2,LOST,0
2009-10,20,Real Zaragoza,3,1,WIN,3
2009-10,20,UD Almería,1,1,DRAW,1
2009-10,20,CA Osasuna,2,0,WIN,3
2009-10,20,RCD Mallorca,1,2,LOST,0
2009-10,21,Getafe CF,1,2,LOST,0
2009-10,21,RCD Español,0,3,LOST,0
2009-10,21,Real Valladolid CF,0,2,LOST,0
2009-10,21,Sporting Gijón,1,3,LOST,0
2009-10,21,Xerez CD,2,3,LOST,0
2009-10,21,RCD La Coruña,0,0,DRAW,1
2009-10,21,Villarreal CF,0,1,LOST,0
2009-10,21,CD Tenerife,0,1,LOST,0
2009-10,21,Atlético Madrid,1,1,DRAW,1
2009-10,21,Sevilla FC,1,2,LOST,0
2009-10,22,Valencia CF,1,1,DRAW,1
2009-10,22,Athletic Club Bilbao,1,2,LOST,0
2009-10,22,Real Madrid CF,3,0,WIN,3
2009-10,22,FC Barcelona,1,2,LOST,0
2009-10,22,RCD La Coruña,0,2,LOST,0
2009-10,22,UD Almería,2,2,DRAW,1
2009-10,22,Málaga CF,3,0,WIN,3
2009-10,22,CA Osasuna,0,1,LOST,0
2009-10,22,Real Zaragoza,1,1,DRAW,1
2009-10,22,RCD Mallorca,0,1,LOST,0
2009-10,23,Real Racing Santander,0,4,LOST,0
2009-10,23,Xerez CD,1,2,LOST,0
2009-10,23,Sevilla FC,3,1,WIN,3
2009-10,23,Atlético Madrid,0,1,LOST,0
2009-10,23,CD Tenerife,1,4,LOST,0
2009-10,23,RCD Español,1,2,LOST,0
2009-10,23,Real Valladolid CF,1,1,DRAW,1
2009-10,23,Villarreal CF,2,6,LOST,0
2009-10,23,Sporting Gijón,3,1,WIN,3
2009-10,23,Getafe CF,1,2,LOST,0
2009-10,24,Málaga CF,1,2,LOST,0
2009-10,24,Real Zaragoza,2,0,WIN,3
2009-10,24,Real Madrid CF,5,1,WIN,3
2009-10,24,Valencia CF,1,4,LOST,0
2009-10,24,UD Almería,2,0,WIN,3
2009-10,24,Athletic Club Bilbao,0,0,DRAW,1
2009-10,24,CA Osasuna,2,3,LOST,0
2009-10,24,RCD La Coruña,0,1,LOST,0
2009-10,24,RCD Español,1,1,DRAW,1
2009-10,25,FC Barcelona,2,2,DRAW,1
2009-10,25,CD Tenerife,1,3,LOST,0
2009-10,25,Sevilla FC,2,3,LOST,0
2009-10,25,Real Valladolid CF,0,2,LOST,0
2009-10,25,Villarreal CF,0,0,DRAW,1
2009-10,25,Xerez CD,4,2,WIN,3
2009-10,25,Sporting Gijón,0,3,LOST,0
2009-10,25,Getafe CF,0,0,DRAW,1
2009-10,25,Atlético Madrid,1,1,DRAW,1
2009-10,25,Real Racing Santander,0,0,DRAW,1
2009-10,26,RCD Mallorca,0,3,LOST,0
2009-10,26,RCD La Coruña,1,1,DRAW,1
2009-10,26,Athletic Club Bilbao,0,0,DRAW,1
2009-10,26,Málaga CF,0,1,LOST,0
2009-10,26,Valencia CF,0,3,LOST,0
2009-10,26,Real Zaragoza,0,0,DRAW,1
2009-10,26,RCD Español,1,4,LOST,0
2009-10,26,Real Madrid CF,4,1,WIN,3
2009-10,26,Xerez CD,0,2,LOST,0
2009-10,26,CA Osasuna,0,1,LOST,0
2009-10,27,Getafe CF,2,2,DRAW,1
2009-10,27,Sevilla FC,0,2,LOST,0
2009-10,27,Real Valladolid CF,2,0,WIN,3
2009-10,27,Sporting Gijón,1,3,LOST,0
2009-10,27,CD Tenerife,1,2,LOST,0
2009-10,27,Villarreal CF,0,2,LOST,0
2009-10,27,Atlético Madrid,1,4,LOST,0
2009-10,27,Real Racing Santander,3,1,WIN,3
2009-10,27,UD Almería,0,2,LOST,0
2009-10,27,FC Barcelona,4,2,WIN,3
2009-10,28,Xerez CD,1,1,DRAW,1
2009-10,28,RCD La Coruña,1,2,LOST,0
2009-10,28,Real Zaragoza,0,1,LOST,0
2009-10,28,CA Osasuna,0,2,LOST,0
2009-10,28,RCD Mallorca,0,0,DRAW,1
2009-10,28,Villarreal CF,2,2,DRAW,1
2009-10,28,Málaga CF,0,1,LOST,0
2009-10,28,RCD Español,0,0,DRAW,1
2009-10,28,Athletic Club Bilbao,0,2,LOST,0
2009-10,28,Real Madrid CF,4,2,WIN,3
2009-10,29,CD Tenerife,1,1,DRAW,1
2009-10,29,FC Barcelona,1,0,WIN,3
2009-10,29,Valencia CF,0,3,LOST,0
2009-10,29,Sporting Gijón,0,0,DRAW,1
2009-10,29,Getafe CF,3,1,WIN,3
2009-10,29,UD Almería,0,1,LOST,0
2009-10,29,Atlético Madrid,2,3,LOST,0
2009-10,29,Sevilla FC,0,3,LOST,0
2009-10,29,Real Valladolid CF,0,3,LOST,0
2009-10,29,Real Racing Santander,3,4,LOST,0
2009-10,30,Athletic Club Bilbao,1,4,LOST,0
2009-10,30,CD Tenerife,0,3,LOST,0
2009-10,30,Málaga CF,0,2,LOST,0
2009-10,30,RCD Mallorca,1,1,DRAW,1
2009-10,30,RCD La Coruña,0,3,LOST,0
2009-10,30,RCD Español,1,1,DRAW,1
2009-10,30,Real Madrid CF,2,0,WIN,3
2009-10,30,Xerez CD,2,2,DRAW,1
2009-10,30,CA Osasuna,0,3,LOST,0
2009-10,30,Villarreal CF,2,0,WIN,3
2009-10,31,Sevilla FC,2,1,WIN,3
2009-10,31,FC Barcelona,2,0,WIN,3
2009-10,31,Real Valladolid CF,0,0,DRAW,1
2009-10,31,Sporting Gijón,0,1,LOST,0
2009-10,31,Getafe CF,1,0,WIN,3
2009-10,31,UD Almería,1,4,LOST,0
2009-10,31,Atlético Madrid,0,3,LOST,0
2009-10,31,Real Racing Santander,1,1,DRAW,1
2009-10,31,Valencia CF,2,3,LOST,0
2009-10,31,Real Zaragoza,0,2,LOST,0
2009-10,32,Villarreal CF,0,3,LOST,0
2009-10,32,CD Tenerife,2,0,WIN,3
2009-10,32,Sevilla FC,1,2,LOST,0
2009-10,32,Xerez CD,2,1,WIN,3
2009-10,32,RCD La Coruña,0,3,LOST,0
2009-10,32,Málaga CF,2,2,DRAW,1
2009-10,32,RCD Español,1,3,LOST,0
2009-10,32,RCD Mallorca,1,1,DRAW,1
2009-10,32,Real Madrid CF,2,1,WIN,3
2009-10,32,Athletic Club Bilbao,0,2,LOST,0
2009-10,33,FC Barcelona,0,0,DRAW,1
2009-10,33,Sporting Gijón,0,3,LOST,0
2009-10,33,Atlético Madrid,1,2,LOST,0
2009-10,33,Real Zaragoza,0,0,DRAW,1
2009-10,33,UD Almería,0,0,DRAW,1
2009-10,33,Real Valladolid CF,0,0,DRAW,1
2009-10,33,Valencia CF,0,2,LOST,0
2009-10,33,Getafe CF,2,3,LOST,0
2009-10,33,Real Racing Santander,2,2,DRAW,1
2009-10,33,CA Osasuna,0,2,LOST,0
2009-10,34,Xerez CD,1,3,LOST,0
2009-10,34,RCD La Coruña,0,1,LOST,0
2009-10,34,Real Madrid CF,2,1,WIN,3
2009-10,34,RCD Español,1,0,WIN,3
2009-10,34,CD Tenerife,1,3,LOST,0
2009-10,34,Sevilla FC,3,4,LOST,0
2009-10,34,Málaga CF,1,1,DRAW,1
2009-10,34,Villarreal CF,2,1,WIN,3
2009-10,34,Real Valladolid CF,2,0,WIN,3
2009-10,34,Athletic Club Bilbao,0,0,DRAW,1
2009-10,35,Valencia CF,2,0,WIN,3
2009-10,35,Real Zaragoza,1,0,WIN,3
2009-10,35,Sporting Gijón,1,1,DRAW,1
2009-10,35,Real Racing Santander,1,2,LOST,0
2009-10,35,Getafe CF,0,0,DRAW,1
2009-10,35,FC Barcelona,4,1,WIN,3
2009-10,35,UD Almería,1,2,LOST,0
2009-10,35,RCD Mallorca,3,1,WIN,3
2009-10,35,CA Osasuna,2,3,LOST,0
2009-10,35,Atlético Madrid,1,3,LOST,0
2009-10,36,Villarreal CF,2,4,LOST,0
2009-10,36,CD Tenerife,1,4,LOST,0
2009-10,36,Sporting Gijón,1,1,DRAW,1
2009-10,36,Xerez CD,1,3,LOST,0
2009-10,36,Málaga CF,1,1,DRAW,1
2009-10,36,Real Valladolid CF,1,3,LOST,0
2009-10,36,Real Madrid CF,4,1,WIN,3
2009-10,36,RCD La Coruña,1,3,LOST,0
2009-10,36,Sevilla FC,5,1,WIN,3
2009-10,36,RCD Español,0,1,LOST,0
2009-10,37,CA Osasuna,1,2,LOST,0
2009-10,37,Málaga CF,1,2,LOST,0
2009-10,37,RCD Mallorca,0,1,LOST,0
2009-10,37,Athletic Club Bilbao,1,5,LOST,0
2009-10,37,FC Barcelona,3,2,WIN,3
2009-10,37,Atlético Madrid,1,1,DRAW,1
2009-10,37,UD Almería,2,2,DRAW,1
2009-10,37,Real Racing Santander,1,2,LOST,0
2009-10,37,Valencia CF,0,2,LOST,0
2009-10,37,Real Zaragoza,2,3,LOST,0
2009-10,38,Sevilla FC,3,2,WIN,3
2009-10,38,RCD La Coruña,0,2,LOST,0
2009-10,38,Getafe CF,3,0,WIN,3
2009-10,38,RCD Español,0,2,LOST,0
2009-10,38,Villarreal CF,3,3,DRAW,1
2014-15,3,Córdoba CF,1,1,DRAW,1
2014-15,3,Athletic Club Bilbao,0,2,LOST,0
2014-15,3,Real Sociedad,2,2,DRAW,1
2014-15,3,Levante UD,0,0,DRAW,1
2014-15,3,Atlético Madrid,2,1,WIN,3
2014-15,3,Villarreal CF,0,0,DRAW,1
2014-15,3,Getafe CF,0,2,LOST,0
2014-15,3,RCD Español,1,3,LOST,0
2014-15,3,Elche CF,3,2,WIN,3
2014-15,3,RCD La Coruña,1,0,WIN,3
2014-15,4,SD Eibar,2,0,WIN,3
2014-15,4,Granada CF,1,0,WIN,3
2014-15,4,RC Celta Vigo,2,2,DRAW,1
2014-15,4,Málaga CF,2,2,DRAW,1
2014-15,4,Real Madrid CF,8,2,WIN,3
2014-15,4,Sevilla FC,3,1,WIN,3
2014-15,4,FC Barcelona,5,0,WIN,3
2014-15,4,UD Almería,2,1,WIN,3
2014-15,4,Rayo Vallecano,2,4,LOST,0
2014-15,4,Valencia CF,3,0,WIN,3
2014-15,5,RCD La Coruña,1,2,LOST,0
2014-15,5,Elche CF,1,5,LOST,0
2014-15,5,Atlético Madrid,1,0,WIN,3
2014-15,5,Villarreal CF,1,1,DRAW,1
2014-15,5,Levante UD,1,0,WIN,3
2014-15,5,FC Barcelona,0,0,DRAW,1
2014-15,5,Real Sociedad,0,1,LOST,0
2014-15,5,Athletic Club Bilbao,1,2,LOST,0
2014-15,5,Getafe CF,0,2,LOST,0
2014-15,5,Córdoba CF,0,3,LOST,0
2014-15,6,RC Celta Vigo,1,0,WIN,3
2014-15,6,SD Eibar,0,0,DRAW,1
2014-15,6,Sevilla FC,0,4,LOST,0
2014-15,6,Granada CF,0,6,LOST,0
2014-15,6,Rayo Vallecano,2,0,WIN,3
2014-15,6,Real Madrid CF,2,0,WIN,3
2014-15,6,RCD Español,0,0,DRAW,1
2014-15,6,Málaga CF,0,1,LOST,0
2014-15,6,UD Almería,1,0,WIN,3
2014-15,6,Valencia CF,1,1,DRAW,1
2014-15,7,Córdoba CF,1,1,DRAW,1
2014-15,7,Elche CF,2,2,DRAW,1
2014-15,7,Levante UD,3,3,DRAW,1
2014-15,7,Granada CF,1,2,LOST,0
2014-15,7,Atlético Madrid,1,3,LOST,0
2014-15,7,FC Barcelona,2,0,WIN,3
2014-15,7,Villarreal CF,3,1,WIN,3
2014-15,7,Real Sociedad,0,2,LOST,0
2014-15,7,Athletic Club Bilbao,0,5,LOST,0
2014-15,7,RCD La Coruña,1,4,LOST,0
2014-15,8,Rayo Vallecano,1,0,WIN,3
2014-15,8,RC Celta Vigo,1,1,DRAW,1
2014-15,8,SD Eibar,0,3,LOST,0
2014-15,8,Málaga CF,2,1,WIN,3
2014-15,8,Real Madrid CF,5,0,WIN,3
2014-15,8,RCD Español,0,2,LOST,0
2014-15,8,Sevilla FC,2,0,WIN,3
2014-15,8,Valencia CF,0,3,LOST,0
2014-15,8,UD Almería,0,2,LOST,0
2014-15,8,Getafe CF,2,1,WIN,3
2014-15,9,Levante UD,0,3,LOST,0
2014-15,9,Athletic Club Bilbao,1,0,WIN,3
2014-15,9,Real Sociedad,1,1,DRAW,1
2014-15,9,Granada CF,1,1,DRAW,1
2014-15,9,FC Barcelona,1,3,LOST,0
2014-15,9,Elche CF,1,3,LOST,0
2014-15,9,RCD La Coruña,0,0,DRAW,1
2014-15,9,Atlético Madrid,1,0,WIN,3
2014-15,9,Rayo Vallecano,0,4,LOST,0
2014-15,9,Villarreal CF,1,2,LOST,0
2014-15,10,Getafe CF,2,1,WIN,3
2014-15,10,Córdoba CF,2,4,LOST,0
2014-15,10,RC Celta Vigo,1,0,WIN,3
2014-15,10,Real Madrid CF,4,0,WIN,3
2014-15,10,Málaga CF,1,0,WIN,3
2014-15,10,Sevilla FC,0,1,LOST,0
2014-15,10,RCD Español,1,2,LOST,0
2014-15,10,UD Almería,1,2,LOST,0
2014-15,10,Valencia CF,3,1,WIN,3
2014-15,10,SD Eibar,3,2,WIN,3
2014-15,11,RCD La Coruña,0,0,DRAW,1
2014-15,11,FC Barcelona,2,1,WIN,3
2014-15,11,Granada CF,0,0,DRAW,1
2014-15,11,Elche CF,0,0,DRAW,1
2014-15,11,SD Eibar,1,2,LOST,0
2014-15,11,Rayo Vallecano,1,5,LOST,0
2014-15,11,Villarreal CF,1,1,DRAW,1
2014-15,11,Levante UD,1,1,DRAW,1
2014-15,11,Atlético Madrid,1,2,LOST,0
2014-15,11,Athletic Club Bilbao,0,0,DRAW,1
2014-15,12,RCD Español,1,3,LOST,0
2014-15,12,Málaga CF,1,3,LOST,0
2014-15,12,Sevilla FC,1,5,LOST,0
2014-15,12,Real Madrid CF,4,0,WIN,3
2014-15,12,Real Sociedad,0,0,DRAW,1
2014-15,12,Córdoba CF,2,2,DRAW,1
2014-15,12,Valencia CF,1,2,LOST,0
2014-15,12,RC Celta Vigo,0,1,LOST,0
2014-15,12,Getafe CF,1,2,LOST,0
2014-15,12,UD Almería,0,0,DRAW,1
2014-15,13,Elche CF,0,3,LOST,0
2014-15,13,SD Eibar,1,0,WIN,3
2014-15,13,Levante UD,1,2,LOST,0
2014-15,13,Athletic Club Bilbao,2,1,WIN,3
2014-15,13,Real Madrid CF,2,1,WIN,3
2014-15,13,RCD La Coruña,0,2,LOST,0
2014-15,13,Villarreal CF,2,0,WIN,3
2014-15,13,Granada CF,1,5,LOST,0
2014-15,13,FC Barcelona,1,0,WIN,3
2014-15,13,Rayo Vallecano,1,0,WIN,3
2014-15,14,Córdoba CF,1,0,WIN,3
2014-15,14,Atlético Madrid,2,0,WIN,3
2014-15,14,Málaga CF,1,0,WIN,3
2014-15,14,RC Celta Vigo,0,3,LOST,0
2014-15,14,RCD Español,1,5,LOST,0
2014-15,14,Valencia CF,1,1,DRAW,1
2014-15,14,Sevilla FC,1,0,WIN,3
2014-15,14,Real Sociedad,0,4,LOST,0
2014-15,14,UD Almería,2,5,LOST,0
2014-15,14,Getafe CF,1,1,DRAW,1
2014-15,15,Real Madrid CF,4,1,WIN,3
2014-15,15,Levante UD,0,0,DRAW,1
2014-15,15,FC Barcelona,0,0,DRAW,1
2014-15,15,RC Celta Vigo,0,1,LOST,0
2014-15,15,Rayo Vallecano,0,3,LOST,0
2014-15,15,Villarreal CF,1,0,WIN,3
2014-15,15,Granada CF,1,2,LOST,0
2014-15,15,SD Eibar,0,0,DRAW,1
2014-15,15,Athletic Club Bilbao,1,1,DRAW,1
2014-15,15,Elche CF,0,1,LOST,0
2014-15,16,UD Almería,1,0,WIN,3
2014-15,16,Córdoba CF,0,5,LOST,0
2014-15,16,Valencia CF,1,0,WIN,3
2014-15,16,Real Sociedad,1,1,DRAW,1
2014-15,16,RCD Español,3,1,WIN,3
2014-15,16,Atlético Madrid,4,1,WIN,3
2014-15,16,Málaga CF,2,1,WIN,3
2014-15,16,Getafe CF,1,1,DRAW,1
2014-15,16,RCD La Coruña,0,3,LOST,0
2014-15,17,Levante UD,1,3,LOST,0
2014-15,17,Villarreal CF,2,2,DRAW,1
2014-15,17,Athletic Club Bilbao,0,1,LOST,0
2014-15,17,UD Almería,2,1,WIN,3
2014-15,16,RC Celta Vigo,0,1,LOST,0
2014-15,17,SD Eibar,2,1,WIN,3
2014-15,17,Rayo Vallecano,2,1,WIN,3
2014-15,17,FC Barcelona,0,1,LOST,0
2014-15,17,Real Madrid CF,1,2,LOST,0
2014-15,17,Granada CF,0,2,LOST,0
2014-15,18,RCD La Coruña,0,0,DRAW,1
2014-15,18,Valencia CF,1,1,DRAW,1
2014-15,18,Getafe CF,1,2,LOST,0
2014-15,18,Villarreal CF,1,1,DRAW,1
2014-15,17,RCD Español,0,3,LOST,0
2014-15,18,Sevilla FC,2,0,WIN,3
2014-15,18,Elche CF,2,1,WIN,3
2014-15,18,Atlético Madrid,1,3,LOST,0
2014-15,18,Real Sociedad,1,1,DRAW,1
2014-15,18,Córdoba CF,1,0,WIN,3
2014-15,19,SD Eibar,1,1,DRAW,1
2014-15,19,RC Celta Vigo,0,1,LOST,0
2014-15,19,Rayo Vallecano,1,0,WIN,3
2014-15,19,UD Almería,2,3,LOST,0
2014-15,19,Athletic Club Bilbao,0,2,LOST,0
2014-15,19,Granada CF,0,2,LOST,0
2014-15,19,Levante UD,0,1,LOST,0
2014-15,19,Real Madrid CF,3,0,WIN,3
2014-15,19,FC Barcelona,4,0,WIN,3
2014-15,18,Málaga CF,0,2,LOST,0
2014-15,20,Rayo Vallecano,1,3,LOST,0
2014-15,20,Real Madrid CF,2,1,WIN,3
2014-15,20,FC Barcelona,6,0,WIN,3
2014-15,20,SD Eibar,0,1,LOST,0
2014-15,20,Levante UD,0,1,LOST,0
2014-15,20,Málaga CF,1,1,DRAW,1
2014-15,20,UD Almería,0,3,LOST,0
2014-15,20,Granada CF,2,2,DRAW,1
2014-15,20,Sevilla FC,1,3,LOST,0
2014-15,20,RC Celta Vigo,1,2,LOST,0
2014-15,21,RCD La Coruña,2,1,WIN,3
2014-15,21,Córdoba CF,0,1,LOST,0
2014-15,21,Atlético Madrid,3,1,WIN,3
2014-15,21,Elche CF,0,1,LOST,0
2014-15,20,Real Sociedad,1,4,LOST,0
2014-15,21,Getafe CF,0,1,LOST,0
2014-15,21,Villarreal CF,2,3,LOST,0
2014-15,21,Athletic Club Bilbao,2,0,WIN,3
2014-15,20,RCD Español,2,3,LOST,0
2014-15,21,Valencia CF,0,1,LOST,0
2014-15,21,Sevilla FC,1,2,LOST,0
2014-15,22,SD Eibar,0,2,LOST,0
2014-15,22,Real Madrid CF,0,4,LOST,0
2014-15,22,Málaga CF,1,4,LOST,0
2014-15,22,RC Celta Vigo,1,1,DRAW,1
2014-15,22,Granada CF,0,2,LOST,0
2014-15,22,FC Barcelona,5,2,WIN,3
2014-15,22,UD Almería,2,1,WIN,3
2014-15,22,Valencia CF,2,1,WIN,3
2014-15,22,Sevilla FC,1,2,LOST,0
2014-15,22,Rayo Vallecano,0,2,LOST,0
2014-15,23,Real Sociedad,2,2,DRAW,1
2014-15,23,Athletic Club Bilbao,0,0,DRAW,1
2014-15,23,RCD Español,2,0,WIN,3
2014-15,23,RCD La Coruña,0,2,LOST,0
2014-15,23,Córdoba CF,0,3,LOST,0
2014-15,23,Levante UD,0,5,LOST,0
2014-15,23,Atlético Madrid,0,2,LOST,0
2014-15,23,Getafe CF,0,1,LOST,0
2014-15,23,Villarreal CF,0,2,LOST,0
2014-15,23,Elche CF,1,0,WIN,3
2014-15,24,RCD Español,1,2,LOST,0
